values,1
http,4
en,1
wikipedia,1
org,5
wiki,1
Comma,1
separated_values,1
files,4
with,3
a,8
single,1
header,1
row,1
Columns,1
that,2
contain,1
commas,1
are,6
escaped,1
using,1
double,1
quotes,1
These,2
files,5
are,7
encoded,1
as,4
UTF,1
8,1
If,3
accented,1
characters,1
in,7
movie,3
titles,1
or,11
tag,2
values,2
e,1
g,1
Mis,1
rables,1
Les,1
1995,2
display,1
incorrectly,1
make,1
sure,1
that,3
any,9
program,2
reading,1
the,31
data,13
such,2
as,5
a,9
text,2
editor,1
terminal,1
or,12
script,1
is,11
configured,1
for,11
UTF,2
8,2
User,1
Ids,1
MovieLens,5
users,3
were,3
selected,3
at,7
random,2
for,12
inclusion,2
Their,1
ids,1
have,4
been,1
anonymized,1
User,2
ids,2
are,8
consistent,1
between,2
ratings,3
csv,7
and,17
tags,3
csv,8
i,1
e,2
the,32
same,1
id,2
refers,1
to,9
the,33
same,2
user,6
across,2
the,34
two,1
files,6
Movie,1
Ids,2
Only,1
movies,4
with,4
at,8
least,2
one,1
rating,2
or,13
tag,3
are,9
included,2
in,8
the,35
dataset,7
These,3
movie,4
ids,3
are,10
consistent,2
with,5
those,1
used,2
on,6
the,36
MovieLens,6
web,1
site,1
e,3
g,2
id,3
1,3
corresponds,1
to,10
the,37
URL,1
https,2
movielens,3
org,6
movies,5
1,4
Movie,2
ids,4
are,11
consistent,3
between,3
ratings,4
csv,9
tags,4
csv,10
movies,6
csv,11
and,18
links,2
csv,12
i,2
e,4
the,38
same,3
id,4
refers,2
to,11
the,39
same,4
movie,5
across,3
these,4
four,1
data,14
files,7
Ratings,1
Data,1
File,1
Structure,1
ratings,5
csv,13
All,2
ratings,6
are,12
contained,2
in,9
the,40
file,1
ratings,7
csv,14
Each,2
line,1
of,25
this,2
file,2
after,1
the,41
header,2
row,2
represents,1
one,2
rating,3
of,26
one,3
movie,6
by,3
one,4
user,7
and,19
has,1
the,42
following,3
format,1
userId,1
movieId,1
rating,4
timestamp,1
The,11
lines,1
within,1
this,3
file,3
are,13
ordered,1
first,2
by,4
userId,2
then,1
within,2
user,8
by,5
movieId,2
Ratings,2
are,14
made,1
on,7
a,10
5,3
star,2
scale,1
with,6
half,1
star,3
increments,1
0,1
5,4
stars,1
5,5
0,2
stars,2
Timestamps,1
represent,1
seconds,1
since,1
midnight,1
Coordinated,1
Universal,1
Time,1
UTC,1
of,27
January,2
1,5
1970,1
Tags,1
Data,2
File,2
Structure,2
tags,5
csv,15
All,3
tags,6
are,15
contained,3
in,10
the,43
file,4
tags,7
csv,16
Each,3
line,2
of,28
this,4
file,5
after,2
the,44
header,3
row,3
represents,2
one,5
tag,4
applied,1
to,12
one,6
movie,7
by,6
one,7
user,9
and,20
has,2
the,45
following,4
format,2
userId,3
movieId,3
tag,5
timestamp,2
The,12
lines,2
within,3
this,5
file,6
are,16
ordered,2
first,3
by,7
userId,4
then,2
within,4
user,10
by,8
movieId,4
Tags,2
are,17
user,11
generated,2
metadata,1
about,2
movies,7
Each,4
tag,6
is,12
typically,1
a,11
single,2
word,1
or,14
short,1
phrase,1
The,13
meaning,1
value,1
and,21
purpose,3
of,29
a,12
particular,3
tag,7
is,13
determined,1
by,9
each,1
user,12
Timestamps,2
represent,2
seconds,2
since,2
midnight,2
Coordinated,2
Universal,2
Time,2
UTC,2
of,30
January,3
1,6
1970,2
Movies,1
Data,3
File,3
Structure,3
movies,8
csv,17
Movie,3
information,6
is,14
contained,4
in,11
the,46
file,7
movies,9
csv,18
Each,5
line,3
of,31
this,6
file,8
after,3
the,47
header,4
row,4
represents,3
one,8
movie,8
and,22
has,3
the,48
following,5
format,3
movieId,5
title,1
genres,1
Movie,4
titles,2
are,18
entered,1
manually,1
or,15
imported,1
from,5
https,3
www,1
themoviedb,1
org,7
and,23
include,1
the,49
year,1
of,32
release,1
in,12
parentheses,1
Errors,1
and,24
inconsistencies,1
may,6
exist,1
in,13
these,5
titles,3
Genres,1
are,19
a,13
pipe,1
separated,2
list,1
and,25
are,20
selected,4
from,6
the,50
following,6
Action,1
Adventure,1
Animation,1
Children,1
s,2
Comedy,1
Crime,1
Documentary,1
Drama,1
Fantasy,1
Film,1
Noir,1
Horror,1
Musical,1
Mystery,1
Romance,1
Sci,1
Fi,1
Thriller,1
War,1
Western,1
no,3
genres,2
listed,1
Links,1
Data,4
File,4
Structure,4
links,3
csv,19
Identifiers,1
that,4
can,2
be,3
used,3
to,13
link,1
to,14
other,3
sources,1
of,33
movie,9
data,15
are,21
contained,5
in,14
the,51
file,9
links,4
csv,20
Each,6
line,4
of,34
this,7
file,10
after,4
the,52
header,5
row,5
represents,4
one,9
movie,10
and,26
has,4
the,53
following,7
format,4
movieId,6
imdbId,1
tmdbId,1
movieId,7
is,15
an,4
identifier,1
for,13
movies,10
used,4
by,10
https,4
movielens,4
org,8
E,1
g,3
the,54
movie,11
Toy,1
Story,1
has,5
the,55
link,2
https,5
movielens,5
org,9
movies,11
1,7
imdbId,2
is,16
an,5
identifier,2
for,14
movies,12
used,5
by,11
http,5
www,2
imdb,1
com,1
E,2
g,4
the,56
movie,12
Toy,2
Story,2
has,6
the,57
link,3
http,6
www,3
imdb,2
com,2
title,2
tt0114709,1
tmdbId,2
is,17
an,6
identifier,3
for,15
movies,13
used,6
by,12
https,6
www,4
themoviedb,2
org,10
E,3
g,5
the,58
movie,13
Toy,3
Story,3
has,7
the,59
link,4
https,7
www,5
themoviedb,3
org,11
movie,14
862,1
Use,2
of,35
the,60
resources,1
listed,2
above,1
is,18
subject,1
to,15
the,61
terms,1
of,36
each,2
provider,1
Tag,1
Genome,1
genome,3
scores,2
csv,21
and,27
genome,4
tags,8
csv,22
This,5
data,16
set,5
includes,1
a,14
current,1
copy,1
of,37
the,62
Tag,2
Genome,2
genome,5
paper,2
http,7
files,8
grouplens,4
org,12
papers,1
tag_genome,1
pdf,1
The,14
tag,8
genome,6
is,19
a,15
data,17
structure,1
that,5
contains,2
tag,9
relevance,1
scores,3
for,16
movies,14
The,15
structure,2
is,20
a,16
dense,1
matrix,1
each,3
movie,15
in,15
the,63
genome,7
has,8
a,17
value,2
for,17
every,1
tag,10
in,16
the,64
genome,8
As,2
described,1
in,17
this,8
article,1
genome,9
paper,3
the,65
tag,11
genome,10
encodes,1
how,1
strongly,1
movies,15
exhibit,1
particular,4
properties,1
represented,2
by,13
tags,9
atmospheric,1
thought,1
provoking,1
realistic,1
etc,1
The,16
tag,12
genome,11
was,2
computed,1
using,2
a,18
machine,1
learning,1
algorithm,1
on,8
user,13
contributed,1
content,1
including,4
tags,10
ratings,8
and,28
textual,1
reviews,1
The,17
genome,12
is,21
split,1
into,1
two,2
files,9
The,18
file,11
genome,13
scores,4
csv,23
contains,3
movie,16
tag,13
relevance,2
data,18
in,18
the,66
following,8
format,5
movieId,8
tagId,1
relevance,3
The,19
second,1
file,12
genome,14
tags,11
csv,24
provides,1
the,67
tag,14
descriptions,1
for,18
the,68
tag,15
IDs,1
in,19
the,69
genome,15
file,13
in,20
the,70
following,9
format,6
tagId,2
tag,16
The,20
tagId,3
values,3
are,22
generated,3
when,1
the,71
data,19
set,6
is,22
exported,1
so,1
they,1
may,7
vary,1
from,7
version,1
to,16
version,2
of,38
the,72
MovieLens,7
data,20
sets,2
Please,1
include,2
the,73
following,10
citation,2
if,2
referencing,1
tag,17
genome,16
data,21
Jesse,1
Vig,1
Shilad,1
Sen,1
and,29
John,1
Riedl,1
2012,1
The,21
Tag,3
Genome,3
Encoding,2
Community,1
Knowledge,1
to,17
Support,1
Novel,1
Interaction,1
ACM,2
Trans,1
Interact,1
Intell,1
Syst,1
2,1
3,1
13,1
1,8
13,2
44,1
https,8
doi,2
org,13
10,2
1145,2
2362394,1
2362395,1
Cross,1
Validation,1
Prior,1
versions,1
of,39
the,74
MovieLens,8
dataset,8
included,3
either,2
pre,1
computed,2
cross,1
folds,1
or,16
scripts,2
to,18
perform,1
this,9
computation,1
We,2
no,4
longer,1
bundle,1
either,3
of,40
these,6
features,1
with,7
the,75
dataset,9
since,3
most,1
modern,1
toolkits,1
provide,1
this,10
as,6
a,19
built,1
in,21
feature,1
If,4
you,7
wish,1
to,19
learn,1
about,3
standard,1
approaches,1
to,20
cross,2
fold,1
computation,2
in,22
the,76
context,1
of,41
recommender,3
systems,3
evaluation,1
see,2
LensKit,1
http,8
lenskit,1
org,14
for,19
tools,1
documentation,1
and,30
open,1
source,2
code,1
examples,1
